verb,translation,present_irregular,separable,reflexive,sxz_ending,nm_ending_regular,nm_ending_irregular,dt_ending,no_en_ending,a_stemchanging,i_stemchanging,ie_stemchanging,stem_changing_t,irregular_other,present_singular_1st_person,present_singular_2nd_person,present_singular_3rd_person,present_plural_1st_person,present_plural_2nd_person,present_plural_3rd_person,present_formal
sich verstricken,"to entangle (in problems, lies)",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verstricke mich,verstrickst dich,verstrickt sich,verstricken uns,verstrickt euch,verstricken sich,verstricken sich
versuchen,to try (food)/to attempt (something),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,versuche,versuchst,versucht,versuchen,versucht,versuchen,versuchen
verteidigen,to defend (someone or something; physically or figuratively),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verteidige,verteidigst,verteidigt,verteidigen,verteidigt,verteidigen,verteidigen
sich verteidigen,to defend oneself,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verteidige mich,verteidigst dich,verteidigt sich,verteidigen uns,verteidigt euch,verteidigen sich,verteidigen sich
vertragen,to tolerate,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,vertrage,verträgst,verträgt,vertragen,vertragt,vertragen,vertragen
sich vertragen,to get along,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,vertrage mich,verträgst dich,verträgt sich,vertragen uns,vertragt euch,vertragen sich,vertragen sich
vertreiben,to drive away/to distribute (products)/to pass time,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,vertreibe,vertreibst,vertreibt,vertreiben,vertreibt,vertreiben,vertreiben
vertreten,to represent/to substitute,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,vertrete,vertrittst,vertritt,vertreten,vertretet,vertreten,vertreten
vertrösten,to stall,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,vertröste,vertröstest,vertröstet,vertrösten,vertröstet,vertrösten,vertrösten
verwalten,"to manage/to administer (property, money, organizations)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verwalte,verwaltest,verwaltet,verwalten,verwaltet,verwalten,verwalten
verwechseln,to confuse (something with another),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,verwechsele,verwechselst,verwechselt,verwechseln,verwechselt,verwechseln,verwechseln
verweisen,to direct to/to expel,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verweise,verweist,verweist,verweisen,verweist,verweisen,verweisen
verwenden,"to use something (materials, resource, a word)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verwende,verwendest,verwendet,verwenden,verwendet,verwenden,verwenden
verwunden,to wound,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verwunde,verwundest,verwundet,verwunden,verwundet,verwunden,verwunden
verwünschen,to curse someone,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verwünsche,verwünschst,verwünscht,verwünschen,verwünscht,verwünschen,verwünschen
verzehren,to consume/to use up,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verzehre,verzehrest,verzehret,verzehren,verzehret,verzehren,verzehren
verzeihen,to forgive,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verzeihe,verzeihst,verzeiht,verzeihen,verzeiht,verzeihen,verzeihen
sich vollfressen,to pig out/to stuff oneself,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,fresse mich voll,frisst dich voll,frisst sich voll,fressen uns voll,fresst euch voll,fressen sich voll,fressen sich voll
vollstopfen,to cram full,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stopfe voll,stopfst voll,stopft voll,stopfen voll,stopft voll,stopfen voll,stopfen voll
volltanken,to refuel,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,tanke voll,tankst voll,tankt voll,tanken voll,tankt voll,tanken voll,tanken voll
voraussagen,to predict/to foretell,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sage voraus,sagst voraus,sagt voraus,sagen voraus,sagt voraus,sagen voraus,sagen voraus
vordringen,to make inroads/to advance,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,dringe vor,dringst vor,dringt vor,dringen vor,dringt vor,dringen vor,dringen vor
vorhersagen,to forcast (weather/from data),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sage vorher,sagst vorher,sagt vorher,sagen vorher,sagt vorher,sagen vorher,sagen vorher
vorkommen,to take place/to seem (to onself),FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,komme vor,kommst vor,kommt vor,kommen vor,kommt vor,kommen vor,kommen vor
vorrücken,to move forward/to advance,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rücke vor,rückst vor,rückt vor,rücken vor,rückt vor,rücken vor,rücken vor
vorschlagen,to suggest,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,schlage vor,schlägst vor,schlägt vor,schlagen vor,schlagt vor,schlagen vor,schlagen vor
vorsingen,to sing to,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,singe vor,singst vor,singt vor,singen vor,singt vor,singen vor,singen vor
vorschreiben,to dictate (rules or the way to do something),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,vorschreibe,vorschreibst,vorschreibt,vorschreiben,vorschreibt,vorschreiben,vorschreiben
vorsetzen,to put infront of someone (food/tasks),TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,setze vor,setzt vor,setzt vor,setzen vor,setzt vor,setzen vor,setzen vor
vorspielen,to perform for someone,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,spiele vor,spielst vor,spielt vor,spielen vor,spielt vor,spielen vor,spielen vor
vorstehen,to protrude/to jut out/to be in charge of something,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stehe vor,stehst vor,steht vor,stehen vor,steht vor,stehen vor,stehen vor
vorstellen,to introduce/to imagine,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,stelle vor,stellst vor,stellt vor,stellen vor,stellt vor,stellen vor,stellen vor
vorwerfen,to accuse,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,werfe vor,wirfst vor,wirft vor,werfen vor,werft vor,werfen vor,werfen vor
vorzeigen,"to present (tickets, ID, results)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,zeige vor,zeigst vor,zeigt vor,zeigen vor,zeigt vor,zeigen vor,zeigen vor
wachsen,"to grow (to increase in size, height, extent)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wachse,wachst,wachst,wachsen,wachst,wachsen,wachsen
wackeln,to wobble,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,wackele,wackelst,wackelt,wackeln,wackelt,wackeln,wackeln
wagen,to risk/to venture,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wage,wagst,wagt,wagen,wagt,wagen,wagen
wählen,to vote/to choose/to dial (a phone number),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wähle,wählst,wählt,wählen,wählt,wählen,wählen
wälzen,to roll,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wälze,wälzt,wälzt,wälzen,wälzt,wälzen,wälzen
sich wälzen,to roll around/to toss and turn in bed,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wälze mich,wälzt dich,wälzt sich,wälzen uns,wälzt euch,wälzen sich,wälzen sich
wandern,to hike,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,wandere,wanderst,wandert,wandern,wandert,wandern,wandern
waschen,to wash,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,wasche,wäschst,wäscht,waschen,wascht,waschen,waschen
sich waschen,to wash oneself,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,wasche mich,wäschst dich,wäscht sich,waschen uns,wascht euch,waschen sich,waschen sich
wechseln,to change/to exchange (money),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,wechsele,wechselst,wechselt,wechseln,wechselt,wechseln,wechseln
wecken,to wake up (someone)/to awake (emotions),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wecke,weckst,weckt,wecken,weckt,wecken,wecken
wegdrücken,to push away/to decline a phone call,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,drücke weg,drückst weg,drückt weg,drücken weg,drückt weg,drücken weg,drücken weg
sich wegducken,to duck away,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ducke mich weg,duckst dich weg,duckt sich weg,ducken uns weg,duckt euch weg,ducken sich weg,ducken sich weg
wegfahren,to drive away (vehicle),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,fahre weg,fährst weg,fährt weg,fahren weg,fahrt weg,fahren weg,fahren weg
wegfliegen,to fly away,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fliege weg,fliegst weg,fliegt weg,fliegen weg,fliegt weg,fliegen weg,fliegen weg
wegfressen,to eat away/to eat someone else's portion,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,fresse weg,frisst weg,frisst weg,fressen weg,fresst weg,fressen weg,fressen weg
weggeben,to give away/to part with,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,gebe weg,gibst weg,gibt weg,geben weg,gebt weg,geben weg,geben weg
wegreißen,to tear away (something)/to snatch,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,reiße weg,reißt weg,reißt weg,reißen weg,reißt weg,reißen weg,reißen weg
wegschmeißen,to throw away,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,schmeiße weg,schmeißt weg,schmeißt weg,schmeißen weg,schmeißt weg,schmeißen weg,schmeißen weg
wegspülen,to wash away,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,spüle weg,spülst weg,spült weg,spülen weg,spült weg,spülen weg,spülen weg
wegstehlen,to steal away from its rightful place (emotional focus on the loss),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,stehle weg,stiehlst weg,stiehlt weg,stehlen weg,stehlt weg,stehlen weg,stehlen weg
wegwerfen,to throw away (garbage),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,werfe weg,wirfst weg,wirft weg,werfen weg,werft weg,werfen weg,werfen weg
wegziehen,to move away (to somewhere else),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ziehe weg,ziehst weg,zieht weg,ziehen weg,zieht weg,ziehen weg,ziehen weg
sich wehren,to defend oneself,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wehre mich,wehrst dich,wehrt sich,wehren uns,wehrt euch,wehren sich,wehren sich
weihen,to consececrate/to ordain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,weihe,weihst,weiht,weihen,weiht,weihen,weihen
weinen,to cry,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,weine,weinst,weint,weinen,weint,weinen,weinen
weitererzählen,to retell to others,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,erzähle weiter,erzählst weiter,erzählt weiter,erzählen weiter,erzählt weiter,erzählen weiter,erzählen weiter
weiterüben,to continue practicing,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,übe weiter,übst weiter,übt weiter,üben weiter,übt weiter,üben weiter,üben weiter
wenden,to turn,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wende,wendest,wendet,wenden,wendet,wenden,wenden
werben,to advertise/to solicit,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,werbe,wirbst,wirbt,werben,werbt,werben,werben
werden,to become,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,werde,wirst,wird,werden,werdet,werden,werden
werfen,to throw (an object),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,werfe,wirfst,wirft,werfen,werft,werfen,werfen
wetzen,to sharpen (an object),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wetze,wetzt,wetzt,wetzen,wetzt,wetzen,wetzen
widersprechen,to contradict/to object,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,widerspreche,widersprichst,widerspricht,widersprechen,widersprecht,widersprechen,widersprechen
widmen,to dedicate,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,widme,widmest,widmet,widmen,widmet,widmen,widmen
sich widmen,to devote oneself,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,widme mich,widmest dich,widmet sich,widmen uns,widmet euch,widmen sich,widmen sich
wiederfinden,to recover,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,finde wieder,findest wieder,findet wieder,finden wieder,findet wieder,finden wieder,finden wieder
wiederholen,to repeat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wiederhole,wiederholst,wiederholt,wiederholen,wiederholt,wiederholen,wiederholen
wiedervereinigen,to reunite,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wiedervereinige,wiedervereinigst,wiedervereinigt,wiedervereinigen,wiedervereinigt,wiedervereinigen,wiedervereinigen
wiederverkaufen,to resell,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,verkaufe wieder,verkaufst wieder,verkauft wieder,verkaufen wieder,verkauft wieder,verkaufen wieder,verkaufen wieder
sich wiedervereinigen,to reunite oneself,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wiedervereinige mich,wiedervereinigst dich,wiedervereinigt sich,wiedervereinigen uns,wiedervereinigt euch,wiedervereinigen sich,wiedervereinigen sich
wiegen,to weigh/to rock back and forth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wiege,wiegst,wiegt,wiegen,wiegt,wiegen,wiegen
sich wiegen,to lull oneself,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wiege mich,wiegst dich,wiegt sich,wiegen uns,wiegt euch,wiegen sich,wiegen sich
wissen,to know (information),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,weiß,weißt,weiß,wissen,wißt,wissen,wissen
wohnen,to reside,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wohne,wohnst,wohnt,wohnen,wohnt,wohnen,wohnen
wollen,to want/to intend,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,will,willst,willt,wollen,wollt,wollen,wollen
wühlen,to rummage (in something)/to churn up,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wühle,wühlst,wühlt,wühlen,wühlt,wühlen,wühlen
wünschen,to wish/to desire,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wünsche,wünschst,wünscht,wünschen,wünscht,wünschen,wünschen
würzen,to season/to spice,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,würze,würzt,würzt,würzen,würzt,würzen,würzen
zahlen,to pay,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,zahle,zahlst,zahlt,zahlen,zahlt,zahlen,zahlen
zählen,to count (numbers)/to be important,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,zähle,zählst,zählt,zählen,zählt,zählen,zählen
zeichnen,to draw/to mark,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,zeichne,zeichnest,zeichnet,zeichnen,zeichnet,zeichnen,zeichnen
zeigen,to show (something to someone)/to indicate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,zeige,zeigst,zeigt,zeigen,zeigt,zeigen,zeigen
sich zeigen,to show (oneself)/to become visible,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,zeige mich,zeigst dich,zeigt sich,zeigen uns,zeigt euch,zeigen sich,zeigen sich
zerbrechen,to break into pieces,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,zerbreche,zerbrichst,zerbricht,zerbrechen,zerbrecht,zerbrechen,zerbrechen
zerfressen,to eat away/to gnaw,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,zerfresse,zerfrisst,zerfrisst,zerfressen,zerfresst,zerfressen,zerfressen
zerreißen,to tear to pieces/to rip up,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,zerreiße,zerreißt,zerreißt,zerreißen,zerreißt,zerreißen,zerreißen
zerstechen,to sting/to prick (many times),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,zersteche,zerstichst,zersticht,zerstechen,zerstecht,zerstechen,zerstechen
zerstören,to destroy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,zerstöre,zerstörst,zerstört,zerstören,zerstört,zerstören,zerstören
ziehen,"to pull/to drag/to go (to a new place)/to draw (cards, lines, connections), to steep (tea)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ziehe,ziehst,zieht,ziehen,zieht,ziehen,ziehen
zittern,to tremble,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,zittere,zitterst,zittert,zittern,zittert,zittern,zittern
zubauen,to build up an area (often densely),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,baue zu,baust zu,baut zu,bauen zu,baut zu,bauen zu,bauen zu
zudecken,to tuck in,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,decke zu,deckst zu,deckt zu,decken zu,deckt zu,decken zu,decken zu
zudrücken,"to press shut (lids, eyes)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,drücke zu,drückst zu,drückt zu,drücken zu,drückt zu,drücken zu,drücken zu
zufrieren,to freeze over/to shut with ice,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,friere zu,frierst zu,friert zu,frieren zu,friert zu,frieren zu,frieren zu
zugeben,to admit/to add (in cooking),TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,gebe zu,gibst zu,gibt zu,geben zu,gebt zu,geben zu,geben zu
sich zurechtfinden,to find one's way,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,finde mich zurecht,findest dich zurecht,findet sich zurecht,finden uns zurecht,findet euch zurecht,finden sich zurecht,finden sich zurecht
zurufen,to call to someone,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rufe zu,rufst zu,ruft zu,rufen zu,ruft zu,rufen zu,rufen zu
zurückbleiben,to stay behind,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bleibe zurück,bleibst zurück,bleibt zurück,bleiben zurück,bleibt zurück,bleiben zurück,bleiben zurück
zurückblicken,"to look back (figuratively, literally)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,blicke zurück,blickst zurück,blickt zurück,blicken zurück,blickt zurück,blicken zurück,blicken zurück
zurückbringen,to bring back/to return,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bringe zurück,bringst zurück,bringt zurück,bringen zurück,bringt zurück,bringen zurück,bringen zurück
zurückfahren,to drive back,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,fahre zurück,fährst zurück,fährt zurück,fahren zurück,fahrt zurück,fahren zurück,fahren zurück
zurückgeben,to give back,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,gebe zurück,gibst zurück,gibt zurück,geben zurück,gebt zurück,geben zurück,geben zurück
zurückrufen,to call back (on the phone),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rufe zurück,rufst zurück,ruft zurück,rufen zurück,ruft zurück,rufen zurück,rufen zurück
zurückrücken,to move back (dates or positions),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rücke zurück,rückst zurück,rückt zurück,rücken zurück,rückt zurück,rücken zurück,rücken zurück
zurückspringen,to jump back,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,springe zurück,springst zurück,springt zurück,springen zurück,springt zurück,springen zurück,springen zurück
zurückweichen,to back away/to recoil,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,weiche zurück,weichst zurück,weicht zurück,weichen zurück,weicht zurück,weichen zurück,weichen zurück
zurückzahlen,to pay back/to reimburse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,zahle zurück,zahlst zurück,zahlt zurück,zahlen zurück,zahlt zurück,zahlen zurück,zahlen zurück
zurückziehen,to pull back,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ziehe zurück,ziehst zurück,zieht zurück,ziehen zurück,zieht zurück,ziehen zurück,ziehen zurück
